,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome
650,60,housemaid,divorced,secondary,no,387,yes,no,unknown,4,jun,1,-1,0,unknown
651,59,management,married,tertiary,no,37,no,no,cellular,12,aug,9,-1,0,unknown
652,37,blue-collar,married,primary,no,120,yes,no,cellular,8,may,4,358,1,other
653,38,services,married,primary,no,-93,yes,no,unknown,3,jun,1,-1,0,unknown
654,38,blue-collar,married,secondary,no,924,yes,no,unknown,21,may,2,-1,0,unknown
655,40,services,married,secondary,no,0,yes,no,cellular,2,jun,1,28,3,failure
656,27,student,single,unknown,no,910,yes,yes,unknown,27,may,1,-1,0,unknown
657,36,admin.,married,secondary,no,614,yes,no,unknown,23,may,5,-1,0,unknown
658,47,blue-collar,married,primary,no,-290,yes,no,cellular,15,may,1,-1,0,unknown
659,51,services,single,unknown,no,415,no,no,cellular,8,jul,2,-1,0,unknown
660,60,retired,married,secondary,no,1524,no,no,unknown,18,jun,1,-1,0,unknown
661,26,management,single,tertiary,no,1494,yes,no,cellular,6,may,2,-1,0,unknown
662,31,blue-collar,single,secondary,yes,-535,yes,no,cellular,25,jul,1,-1,0,unknown
663,49,blue-collar,married,primary,no,2316,no,no,telephone,7,aug,4,-1,0,unknown
664,36,technician,divorced,primary,no,-127,yes,no,cellular,5,may,1,-1,0,unknown
665,58,retired,married,primary,no,90,yes,no,unknown,27,may,1,-1,0,unknown
666,26,technician,divorced,secondary,no,379,yes,yes,unknown,19,may,3,-1,0,unknown
667,52,technician,married,secondary,no,3151,no,no,cellular,6,aug,2,-1,0,unknown
668,37,admin.,married,secondary,no,2254,no,no,telephone,2,feb,2,-1,0,unknown
669,34,admin.,single,secondary,no,3626,yes,yes,cellular,20,nov,2,-1,0,unknown
670,46,management,divorced,secondary,yes,2,no,no,cellular,12,may,1,-1,0,unknown
671,42,technician,married,secondary,no,1018,no,no,cellular,18,aug,2,-1,0,unknown
672,46,housemaid,single,tertiary,no,3232,no,no,telephone,15,jun,2,-1,0,unknown
673,29,technician,married,tertiary,no,138,yes,yes,cellular,14,jul,3,-1,0,unknown
674,32,blue-collar,married,secondary,no,5164,no,no,cellular,21,nov,1,-1,0,unknown
675,25,services,single,secondary,no,93,no,no,cellular,16,jul,1,-1,0,unknown
676,51,services,married,secondary,no,122,no,yes,cellular,6,aug,2,-1,0,unknown
677,51,blue-collar,married,primary,no,440,no,no,cellular,11,aug,5,-1,0,unknown
678,54,management,married,tertiary,no,122,yes,no,cellular,22,jul,3,-1,0,unknown
679,36,blue-collar,married,tertiary,no,9,yes,no,unknown,18,jun,3,-1,0,unknown
680,38,blue-collar,married,secondary,no,1102,yes,no,unknown,23,may,3,-1,0,unknown
681,55,blue-collar,married,primary,no,1649,yes,no,cellular,12,may,3,-1,0,unknown
682,28,admin.,single,secondary,no,2831,yes,no,unknown,9,may,3,-1,0,unknown
683,58,technician,married,secondary,no,1191,no,no,cellular,6,aug,2,-1,0,unknown
684,34,technician,divorced,secondary,no,7,yes,yes,cellular,21,nov,2,199,1,failure
685,31,technician,single,tertiary,no,424,no,no,cellular,29,jan,1,161,2,failure
686,32,management,divorced,tertiary,no,1589,yes,no,unknown,30,may,9,-1,0,unknown
687,40,management,married,tertiary,no,1584,yes,no,telephone,21,nov,1,-1,0,unknown
688,26,student,single,secondary,no,0,yes,no,unknown,5,may,2,-1,0,unknown
689,32,admin.,single,secondary,no,45,yes,yes,cellular,14,may,3,344,7,other
690,49,management,married,secondary,no,633,no,yes,cellular,29,jul,6,-1,0,unknown
691,43,admin.,single,secondary,no,1022,yes,no,cellular,5,feb,3,276,2,failure
692,40,blue-collar,married,secondary,no,5,yes,no,cellular,15,may,2,-1,0,unknown
693,42,unemployed,married,secondary,no,0,yes,no,unknown,20,jun,1,-1,0,unknown
694,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,2,-1,0,unknown
695,39,technician,single,unknown,no,45248,yes,no,unknown,6,may,1,-1,0,unknown
696,34,admin.,married,secondary,no,869,no,no,unknown,6,may,1,-1,0,unknown
697,36,technician,married,secondary,no,368,yes,yes,unknown,6,may,2,-1,0,unknown
698,29,management,married,tertiary,no,199,yes,yes,unknown,7,may,4,-1,0,unknown
699,32,blue-collar,single,primary,no,611,yes,no,unknown,8,may,3,-1,0,unknown
700,37,unemployed,single,secondary,no,381,yes,no,unknown,8,may,2,-1,0,unknown
701,46,technician,married,secondary,no,332,yes,no,unknown,9,may,1,-1,0,unknown
702,60,technician,married,primary,no,65,yes,no,unknown,9,may,2,-1,0,unknown
703,40,blue-collar,married,secondary,no,10,yes,no,unknown,9,may,2,-1,0,unknown
704,35,blue-collar,married,primary,no,414,no,no,unknown,13,may,4,-1,0,unknown
705,38,management,married,tertiary,no,119,yes,no,unknown,13,may,4,-1,0,unknown
706,34,blue-collar,divorced,secondary,no,383,yes,no,unknown,13,may,1,-1,0,unknown
707,52,management,married,unknown,no,2240,yes,no,unknown,13,may,1,-1,0,unknown
708,37,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,13,may,6,-1,0,unknown
709,53,technician,divorced,primary,no,1443,yes,no,unknown,14,may,1,-1,0,unknown
710,48,blue-collar,married,secondary,no,1596,yes,no,unknown,14,may,1,-1,0,unknown
711,41,blue-collar,married,secondary,no,1384,yes,no,unknown,15,may,4,-1,0,unknown
712,46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,3,-1,0,unknown
713,59,blue-collar,married,primary,no,320,yes,no,unknown,15,may,1,-1,0,unknown
714,50,entrepreneur,married,primary,no,461,yes,no,unknown,15,may,32,-1,0,unknown
715,39,technician,married,tertiary,no,94,yes,yes,unknown,16,may,1,-1,0,unknown
716,40,services,married,secondary,no,446,yes,no,unknown,16,may,1,-1,0,unknown
717,45,blue-collar,married,primary,no,804,yes,no,unknown,16,may,1,-1,0,unknown
718,29,admin.,single,secondary,no,163,yes,yes,unknown,16,may,1,-1,0,unknown
719,30,technician,single,secondary,no,863,yes,no,unknown,16,may,5,-1,0,unknown
720,37,management,single,secondary,no,792,yes,no,unknown,16,may,4,-1,0,unknown
721,31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,4,-1,0,unknown
722,43,services,divorced,secondary,no,1040,yes,no,unknown,19,may,3,-1,0,unknown
723,39,technician,single,secondary,no,1022,yes,no,unknown,20,may,2,-1,0,unknown
724,32,services,single,secondary,no,-198,yes,no,unknown,21,may,3,-1,0,unknown
725,45,admin.,married,secondary,no,149,yes,no,unknown,23,may,3,-1,0,unknown
726,45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,4,-1,0,unknown
727,32,admin.,single,secondary,no,620,yes,no,unknown,26,may,3,-1,0,unknown
728,34,management,married,tertiary,no,2287,yes,no,unknown,26,may,4,-1,0,unknown
729,30,services,married,secondary,no,129,yes,no,unknown,26,may,7,-1,0,unknown
730,30,admin.,married,secondary,no,1265,yes,yes,unknown,26,may,2,-1,0,unknown
731,30,admin.,single,secondary,no,-213,yes,yes,unknown,27,may,1,-1,0,unknown
732,28,management,married,secondary,no,292,yes,no,unknown,28,may,1,-1,0,unknown
733,27,blue-collar,single,secondary,no,294,yes,yes,unknown,28,may,2,-1,0,unknown
734,28,student,single,secondary,no,949,yes,no,unknown,28,may,1,-1,0,unknown
735,51,entrepreneur,married,unknown,no,606,yes,no,unknown,28,may,9,-1,0,unknown
736,56,blue-collar,married,secondary,no,249,yes,no,unknown,29,may,2,-1,0,unknown
737,56,technician,married,secondary,no,589,yes,no,unknown,29,may,2,-1,0,unknown
738,29,self-employed,single,tertiary,no,121,yes,no,unknown,30,may,2,-1,0,unknown
739,35,blue-collar,married,secondary,no,698,yes,yes,unknown,30,may,3,-1,0,unknown
740,36,technician,single,secondary,no,4136,yes,no,unknown,30,may,3,-1,0,unknown
741,53,blue-collar,divorced,primary,no,2656,yes,no,unknown,30,may,2,-1,0,unknown
742,46,management,single,tertiary,no,2904,yes,no,unknown,30,may,2,-1,0,unknown
743,27,blue-collar,married,primary,no,416,yes,no,unknown,30,may,2,-1,0,unknown
744,39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,2,-1,0,unknown
745,40,self-employed,married,secondary,yes,-754,yes,yes,unknown,3,jun,3,-1,0,unknown
746,27,management,single,tertiary,yes,-713,yes,no,unknown,4,jun,2,-1,0,unknown
747,35,admin.,divorced,secondary,no,437,yes,no,unknown,4,jun,1,-1,0,unknown
748,59,retired,married,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown
749,43,blue-collar,single,secondary,no,318,yes,no,unknown,5,jun,2,-1,0,unknown
750,53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,1,-1,0,unknown
751,47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,2,-1,0,unknown
752,41,housemaid,married,secondary,no,879,no,no,unknown,5,jun,2,-1,0,unknown
753,39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,1,-1,0,unknown
754,26,technician,single,secondary,no,639,yes,no,unknown,6,jun,5,-1,0,unknown
755,37,blue-collar,married,unknown,no,1508,no,yes,unknown,6,jun,2,-1,0,unknown
756,30,admin.,single,secondary,no,223,yes,no,unknown,6,jun,11,-1,0,unknown
757,28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,2,-1,0,unknown
758,38,technician,married,primary,no,217,yes,no,unknown,9,jun,6,-1,0,unknown
759,42,entrepreneur,married,tertiary,no,5345,no,no,unknown,11,jun,3,-1,0,unknown
760,52,retired,married,unknown,no,293,no,no,unknown,11,jun,1,-1,0,unknown
761,49,management,married,tertiary,no,64,no,no,unknown,11,jun,1,-1,0,unknown
762,36,services,married,secondary,no,981,no,no,unknown,16,jun,1,-1,0,unknown
763,46,technician,married,secondary,no,536,yes,no,unknown,16,jun,2,-1,0,unknown
764,38,technician,single,tertiary,no,110,no,no,unknown,17,jun,3,-1,0,unknown
765,38,student,single,tertiary,no,3316,no,no,unknown,17,jun,3,-1,0,unknown
766,40,management,married,secondary,no,106,no,no,unknown,17,jun,2,-1,0,unknown
767,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,3,-1,0,unknown
768,60,management,married,tertiary,no,3301,no,no,unknown,17,jun,3,-1,0,unknown
769,41,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,1,-1,0,unknown
770,41,blue-collar,divorced,secondary,no,3622,no,no,unknown,19,jun,4,-1,0,unknown
771,55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1,-1,0,unknown
772,53,technician,married,secondary,no,1319,no,no,unknown,19,jun,3,-1,0,unknown
773,55,housemaid,married,primary,no,2152,no,no,unknown,19,jun,2,-1,0,unknown
774,36,management,married,tertiary,no,1352,no,no,unknown,19,jun,1,-1,0,unknown
775,27,blue-collar,married,secondary,no,61,yes,no,unknown,19,jun,1,-1,0,unknown
776,48,management,married,tertiary,no,5320,yes,no,unknown,20,jun,1,-1,0,unknown
777,57,management,married,tertiary,no,-92,yes,yes,unknown,20,jun,1,-1,0,unknown
778,38,blue-collar,single,tertiary,no,2885,yes,no,unknown,20,jun,10,-1,0,unknown
779,43,management,married,tertiary,no,149,yes,no,unknown,23,jun,2,-1,0,unknown
780,30,technician,married,tertiary,no,526,yes,yes,unknown,26,jun,3,-1,0,unknown
781,27,blue-collar,married,primary,no,-413,no,yes,unknown,27,jun,6,-1,0,unknown
782,37,technician,single,tertiary,no,0,no,no,unknown,1,jul,2,-1,0,unknown
783,29,services,single,secondary,no,84,no,yes,unknown,3,jul,3,-1,0,unknown
784,39,technician,single,secondary,no,506,yes,no,cellular,7,jul,2,-1,0,unknown
785,42,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,3,-1,0,unknown
786,36,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,7,jul,3,-1,0,unknown
787,46,unemployed,married,secondary,no,926,no,no,cellular,7,jul,5,-1,0,unknown
788,41,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,1,-1,0,unknown
789,31,management,single,tertiary,no,296,no,yes,cellular,8,jul,4,-1,0,unknown
790,27,technician,single,secondary,yes,0,no,yes,cellular,8,jul,1,-1,0,unknown
791,26,self-employed,single,secondary,no,551,no,no,cellular,8,jul,1,-1,0,unknown
792,25,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,3,-1,0,unknown
793,28,services,married,secondary,no,510,yes,yes,cellular,8,jul,2,-1,0,unknown
794,26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,2,-1,0,unknown
795,31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,1,-1,0,unknown
796,56,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,3,-1,0,unknown
797,25,blue-collar,single,secondary,no,189,no,yes,cellular,8,jul,2,-1,0,unknown
798,37,admin.,married,primary,no,214,yes,no,cellular,9,jul,1,-1,0,unknown
799,41,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,1,-1,0,unknown
800,49,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,1,-1,0,unknown
801,43,technician,married,secondary,no,-754,yes,yes,cellular,9,jul,3,-1,0,unknown
802,35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1,-1,0,unknown
803,38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,5,-1,0,unknown
804,31,management,single,tertiary,no,409,no,yes,cellular,9,jul,5,-1,0,unknown
805,30,services,married,secondary,no,5,no,yes,cellular,10,jul,5,-1,0,unknown
806,26,management,single,tertiary,no,45,no,no,cellular,10,jul,3,-1,0,unknown
807,53,admin.,divorced,unknown,no,257,no,no,cellular,11,jul,2,-1,0,unknown
808,34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,2,-1,0,unknown
809,39,technician,married,tertiary,no,0,yes,no,cellular,14,jul,7,-1,0,unknown
810,36,services,divorced,secondary,yes,0,no,yes,cellular,15,jul,7,-1,0,unknown
811,25,blue-collar,married,secondary,no,0,no,yes,cellular,15,jul,4,-1,0,unknown
812,29,blue-collar,single,unknown,no,694,yes,yes,cellular,16,jul,4,-1,0,unknown
813,27,management,single,tertiary,no,151,yes,no,cellular,16,jul,1,-1,0,unknown
814,39,blue-collar,married,tertiary,no,597,no,no,cellular,16,jul,6,-1,0,unknown
815,36,blue-collar,married,secondary,no,324,yes,yes,cellular,16,jul,1,-1,0,unknown
816,30,admin.,single,secondary,no,-36,no,no,cellular,16,jul,9,-1,0,unknown
817,40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,2,-1,0,unknown
818,42,services,married,secondary,no,3465,yes,yes,cellular,16,jul,2,-1,0,unknown
819,35,management,married,tertiary,no,36,no,yes,cellular,16,jul,5,-1,0,unknown
820,39,technician,married,secondary,no,251,yes,no,cellular,17,jul,2,-1,0,unknown
821,27,services,single,secondary,no,1820,yes,no,cellular,17,jul,1,-1,0,unknown
822,31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,5,-1,0,unknown
823,32,services,divorced,secondary,no,454,yes,no,cellular,18,jul,1,-1,0,unknown
824,33,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,1,-1,0,unknown
825,31,blue-collar,married,primary,no,-537,yes,yes,cellular,21,jul,7,-1,0,unknown
826,26,blue-collar,single,primary,no,409,yes,no,cellular,21,jul,2,-1,0,unknown
827,33,management,single,tertiary,no,30,yes,no,cellular,22,jul,1,-1,0,unknown
828,41,technician,single,tertiary,no,145,no,no,cellular,22,jul,2,-1,0,unknown
829,27,services,married,secondary,no,0,yes,no,cellular,22,jul,13,-1,0,unknown
830,25,management,married,secondary,no,2228,yes,no,cellular,23,jul,1,-1,0,unknown
831,46,management,divorced,tertiary,no,2166,yes,no,cellular,23,jul,1,-1,0,unknown
832,25,blue-collar,single,secondary,no,-247,yes,no,cellular,23,jul,1,-1,0,unknown
833,28,technician,single,tertiary,no,-123,no,yes,cellular,23,jul,1,-1,0,unknown
834,45,admin.,divorced,tertiary,no,1506,no,no,cellular,28,jul,4,-1,0,unknown
835,48,entrepreneur,married,secondary,no,0,no,yes,cellular,28,jul,2,-1,0,unknown
836,27,technician,single,secondary,no,3933,no,no,cellular,28,jul,3,-1,0,unknown
837,55,technician,married,secondary,no,3899,yes,no,telephone,28,jul,4,-1,0,unknown
838,50,admin.,single,secondary,no,133,no,no,cellular,28,jul,4,-1,0,unknown
839,33,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,6,-1,0,unknown
840,60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,6,-1,0,unknown
841,41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,3,-1,0,unknown
842,50,admin.,married,secondary,no,2678,no,no,telephone,30,jul,6,-1,0,unknown
843,36,services,married,secondary,no,0,no,no,cellular,30,jul,2,-1,0,unknown
844,49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,2,-1,0,unknown
845,52,unemployed,married,primary,no,959,no,no,telephone,30,jul,2,-1,0,unknown
846,35,management,married,tertiary,no,-468,yes,no,cellular,30,jul,8,-1,0,unknown
847,27,technician,single,secondary,no,489,yes,no,cellular,30,jul,4,-1,0,unknown
848,44,technician,married,primary,no,755,no,yes,cellular,31,jul,4,-1,0,unknown
849,51,self-employed,married,tertiary,no,5350,yes,yes,cellular,31,jul,4,-1,0,unknown
850,41,technician,married,tertiary,no,515,no,no,cellular,5,aug,2,-1,0,unknown
851,53,blue-collar,married,secondary,no,-8,no,no,cellular,5,aug,1,-1,0,unknown
852,59,housemaid,married,primary,no,100,no,no,cellular,5,aug,1,-1,0,unknown
853,33,management,married,tertiary,no,679,no,no,cellular,5,aug,2,-1,0,unknown
854,51,admin.,married,secondary,no,949,no,no,cellular,5,aug,1,-1,0,unknown
855,49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,2,-1,0,unknown
856,57,retired,divorced,tertiary,no,734,no,no,cellular,6,aug,4,-1,0,unknown
857,45,admin.,married,secondary,no,925,no,no,cellular,6,aug,2,-1,0,unknown
858,47,technician,married,secondary,no,2480,no,no,cellular,6,aug,2,-1,0,unknown
859,40,management,single,tertiary,no,0,no,no,cellular,6,aug,6,-1,0,unknown
860,46,blue-collar,married,primary,no,874,no,no,cellular,6,aug,1,-1,0,unknown
861,34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,2,-1,0,unknown
862,50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,2,-1,0,unknown
863,57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,2,-1,0,unknown
864,36,technician,single,secondary,no,651,no,no,cellular,7,aug,1,-1,0,unknown
865,47,services,married,secondary,no,405,no,yes,cellular,8,aug,2,-1,0,unknown
866,33,management,married,tertiary,no,1047,no,no,cellular,8,aug,4,-1,0,unknown
867,39,management,married,tertiary,no,1795,no,no,cellular,8,aug,7,-1,0,unknown
868,46,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,3,-1,0,unknown
869,30,management,married,tertiary,no,131,yes,no,cellular,11,aug,6,-1,0,unknown
870,33,management,single,tertiary,no,1120,no,no,cellular,11,aug,2,-1,0,unknown
871,51,blue-collar,married,primary,no,541,no,no,cellular,11,aug,3,-1,0,unknown
872,41,management,married,tertiary,no,0,no,no,cellular,11,aug,5,-1,0,unknown
873,48,blue-collar,married,primary,no,719,no,yes,cellular,11,aug,5,-1,0,unknown
874,46,unemployed,married,secondary,no,2551,no,no,cellular,12,aug,2,-1,0,unknown
875,36,unemployed,divorced,secondary,no,871,no,no,cellular,12,aug,3,-1,0,unknown
876,30,management,married,tertiary,no,1567,yes,no,cellular,12,aug,4,-1,0,unknown
877,36,technician,single,secondary,yes,12,no,no,cellular,12,aug,2,-1,0,unknown
878,33,management,single,tertiary,no,87,no,no,cellular,12,aug,1,-1,0,unknown
879,47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1,-1,0,unknown
880,30,management,single,tertiary,no,4210,no,no,cellular,12,aug,4,-1,0,unknown
881,54,retired,married,primary,no,309,no,no,cellular,13,aug,2,-1,0,unknown
882,35,technician,married,secondary,no,-180,no,yes,cellular,13,aug,2,-1,0,unknown
883,37,management,married,tertiary,no,4436,no,no,cellular,13,aug,5,-1,0,unknown
884,53,services,married,secondary,no,6170,no,no,cellular,13,aug,4,-1,0,unknown
885,43,management,married,tertiary,no,2383,no,no,cellular,13,aug,6,-1,0,unknown
886,48,admin.,divorced,secondary,no,362,no,no,cellular,13,aug,1,-1,0,unknown
887,34,technician,married,tertiary,no,8029,yes,no,cellular,14,aug,4,-1,0,unknown
888,50,management,single,tertiary,no,1200,no,no,cellular,14,aug,3,-1,0,unknown
889,33,unemployed,single,tertiary,no,6748,no,no,cellular,14,aug,2,-1,0,unknown
890,32,technician,single,secondary,no,1732,yes,no,cellular,14,aug,3,-1,0,unknown
891,46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,6,-1,0,unknown
892,55,blue-collar,married,primary,no,3485,no,no,cellular,18,aug,4,-1,0,unknown
893,55,management,divorced,tertiary,no,0,no,no,cellular,18,aug,4,-1,0,unknown
894,43,management,single,tertiary,no,483,no,no,cellular,19,aug,6,-1,0,unknown
895,52,management,married,tertiary,no,7135,no,no,cellular,19,aug,3,-1,0,unknown
896,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,1,-1,0,unknown
897,40,admin.,single,tertiary,no,27,no,no,cellular,20,aug,2,-1,0,unknown
898,33,management,single,tertiary,no,432,no,no,telephone,20,aug,6,-1,0,unknown
899,33,technician,single,secondary,no,163,yes,no,cellular,20,aug,2,-1,0,unknown
900,50,services,married,secondary,no,1501,no,no,cellular,21,aug,4,-1,0,unknown
901,52,management,married,tertiary,no,1227,no,no,cellular,22,aug,4,-1,0,unknown
902,31,self-employed,married,tertiary,no,94,no,no,cellular,22,aug,2,-1,0,unknown
903,33,management,married,tertiary,no,4570,no,no,cellular,22,aug,2,-1,0,unknown
904,55,blue-collar,married,unknown,no,890,no,no,cellular,22,aug,2,-1,0,unknown
905,32,technician,divorced,tertiary,no,53,no,no,cellular,22,aug,2,-1,0,unknown
906,57,retired,married,primary,no,3518,yes,no,cellular,25,aug,3,-1,0,unknown
907,51,retired,married,tertiary,no,746,no,no,cellular,25,aug,5,-1,0,unknown
908,59,retired,married,secondary,no,2396,no,no,cellular,27,aug,6,-1,0,unknown
909,33,management,single,tertiary,no,7084,no,no,cellular,27,aug,8,-1,0,unknown
910,34,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,11,-1,0,unknown
911,39,management,married,tertiary,no,-17,yes,yes,cellular,28,aug,1,-1,0,unknown
912,30,self-employed,married,tertiary,no,1785,no,no,unknown,17,oct,1,-1,0,unknown
913,36,self-employed,single,tertiary,no,-103,yes,yes,telephone,17,oct,1,-1,0,unknown
914,47,admin.,divorced,secondary,no,555,yes,yes,telephone,17,oct,1,-1,0,unknown
915,45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,1,-1,0,unknown
916,36,management,married,tertiary,no,0,yes,no,telephone,23,oct,1,143,3,failure
917,44,admin.,divorced,primary,no,429,yes,no,telephone,23,oct,1,-1,0,unknown
918,51,entrepreneur,married,tertiary,no,5254,yes,no,unknown,23,oct,1,-1,0,unknown
919,56,technician,married,secondary,no,589,yes,no,unknown,23,oct,1,147,2,success
920,58,admin.,divorced,secondary,no,1947,no,no,telephone,26,oct,1,-1,0,unknown
921,36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,1,-1,0,unknown
922,34,technician,married,secondary,no,1012,yes,yes,telephone,28,oct,1,-1,0,unknown
923,31,management,married,tertiary,no,1331,no,no,unknown,5,nov,1,-1,0,unknown
924,37,services,married,secondary,no,1970,yes,no,telephone,5,nov,1,-1,0,unknown
925,59,retired,divorced,secondary,no,1026,no,no,unknown,5,nov,1,-1,0,unknown
926,48,management,married,tertiary,no,1,no,no,telephone,10,nov,1,-1,0,unknown
927,34,admin.,married,tertiary,no,899,yes,no,unknown,12,nov,1,170,3,failure
928,47,blue-collar,married,secondary,no,1230,yes,no,telephone,12,nov,1,-1,0,unknown
929,32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,1,-1,0,unknown
930,27,student,single,secondary,no,67,no,no,telephone,14,nov,1,-1,0,unknown
931,57,blue-collar,married,unknown,no,3585,no,no,telephone,14,nov,1,-1,0,unknown
932,30,technician,single,secondary,no,816,yes,no,unknown,14,nov,1,-1,0,unknown
933,41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,1,-1,0,unknown
934,37,technician,married,secondary,no,5115,yes,no,cellular,17,nov,2,171,4,failure
935,49,entrepreneur,married,primary,no,6188,no,no,cellular,18,nov,1,-1,0,unknown
936,46,management,married,secondary,no,0,no,no,cellular,18,nov,1,-1,0,unknown
937,46,management,married,tertiary,no,0,no,no,cellular,18,nov,2,110,3,other
938,30,admin.,married,secondary,no,8781,yes,no,cellular,18,nov,1,-1,0,unknown
939,32,blue-collar,married,primary,no,3136,yes,no,cellular,19,nov,1,-1,0,unknown
940,30,services,single,primary,no,0,yes,yes,cellular,19,nov,1,-1,0,unknown
941,41,technician,married,tertiary,no,67,yes,no,cellular,19,nov,1,-1,0,unknown
942,47,management,married,unknown,no,4189,yes,no,cellular,19,nov,3,-1,0,unknown
943,33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,2,182,1,other
944,42,blue-collar,married,primary,no,807,yes,no,cellular,19,nov,1,-1,0,unknown
945,38,blue-collar,married,primary,no,190,yes,no,telephone,19,nov,1,175,1,other
946,30,entrepreneur,married,secondary,no,12737,no,yes,cellular,19,nov,2,-1,0,unknown
947,58,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,2,111,6,failure
948,43,self-employed,divorced,secondary,no,347,no,no,cellular,19,nov,3,-1,0,unknown
949,32,services,single,secondary,no,5806,yes,no,cellular,20,nov,2,-1,0,unknown
950,39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,1,170,4,other
951,39,unemployed,single,tertiary,no,7,yes,no,cellular,20,nov,4,-1,0,unknown
952,43,technician,married,tertiary,no,4333,yes,no,cellular,20,nov,3,-1,0,unknown
953,43,blue-collar,divorced,primary,no,3550,no,no,cellular,20,nov,1,-1,0,unknown
954,36,management,single,tertiary,no,2032,no,yes,cellular,20,nov,1,-1,0,unknown
955,32,blue-collar,single,primary,no,121,yes,no,cellular,20,nov,1,-1,0,unknown
956,31,technician,single,tertiary,no,13711,yes,no,cellular,20,nov,3,-1,0,unknown
957,31,unemployed,married,secondary,no,314,yes,no,cellular,20,nov,3,178,7,failure
958,39,technician,single,secondary,no,18508,no,no,cellular,20,nov,4,-1,0,unknown
959,53,management,divorced,tertiary,no,2679,no,no,cellular,20,nov,3,-1,0,unknown
960,35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,nov,2,-1,0,unknown
961,41,management,single,tertiary,no,1982,no,no,cellular,21,nov,1,-1,0,unknown
962,59,management,married,tertiary,no,7049,no,no,cellular,21,nov,1,163,2,failure
963,37,admin.,divorced,secondary,no,1533,yes,no,cellular,21,nov,4,-1,0,unknown
964,31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,3,99,9,other
965,39,unemployed,married,secondary,no,2245,no,no,cellular,21,nov,2,-1,0,unknown
966,30,technician,single,secondary,no,2734,no,no,cellular,21,nov,3,-1,0,unknown
967,46,technician,married,secondary,no,1167,yes,no,cellular,21,nov,2,-1,0,unknown
968,43,technician,married,secondary,no,3288,yes,no,cellular,21,nov,3,-1,0,unknown
969,34,management,single,tertiary,no,2633,yes,no,cellular,21,nov,6,-1,0,unknown
970,26,unemployed,single,tertiary,no,814,no,no,cellular,28,jan,1,-1,0,unknown
971,53,blue-collar,married,primary,yes,-462,no,no,cellular,29,jan,1,-1,0,unknown
972,29,unemployed,single,primary,no,550,no,no,cellular,29,jan,1,-1,0,unknown
