,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,term_deposit
3714,34,management,married,tertiary,no,1022,yes,no,cellular,8,sep,1,-1,0,unknown,no
3715,44,blue-collar,married,secondary,no,88,yes,no,cellular,2,jul,1,-1,0,unknown,yes
3716,58,unemployed,single,primary,no,278,no,no,unknown,16,jun,5,-1,0,unknown,no
3717,33,blue-collar,married,secondary,no,20,yes,yes,cellular,13,may,1,370,3,failure,no
3718,28,student,single,secondary,no,153,no,no,cellular,23,jul,2,-1,0,unknown,yes
3719,27,blue-collar,single,secondary,no,1401,yes,no,unknown,28,may,1,-1,0,unknown,no
3720,27,housemaid,married,primary,no,0,yes,no,cellular,23,jul,3,-1,0,unknown,no
3721,77,retired,married,secondary,no,9601,no,no,telephone,27,mar,1,-1,0,unknown,yes
3722,29,technician,single,secondary,no,115,no,no,unknown,27,may,1,-1,0,unknown,no
3723,57,management,married,tertiary,no,320,no,no,cellular,7,aug,2,-1,0,unknown,no
3724,31,blue-collar,single,secondary,no,-538,no,yes,cellular,6,feb,1,-1,0,unknown,no
3725,33,management,married,tertiary,no,158,no,no,cellular,30,apr,2,83,2,success,no
3726,31,services,single,secondary,no,125,no,no,cellular,4,may,1,91,1,failure,no
3727,35,admin.,single,secondary,no,507,yes,no,cellular,22,jul,2,-1,0,unknown,yes
3728,44,technician,married,secondary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
3729,45,admin.,married,secondary,no,153,no,no,cellular,5,aug,1,-1,0,unknown,yes
3730,30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,3,-1,0,unknown,yes
3731,44,services,married,secondary,no,5781,yes,yes,cellular,15,may,1,-1,0,unknown,no
3732,35,admin.,married,secondary,no,-87,yes,no,unknown,3,jun,7,-1,0,unknown,yes
3733,41,management,married,tertiary,no,2127,no,no,cellular,8,aug,7,-1,0,unknown,no
3734,59,unemployed,married,secondary,no,4497,yes,no,cellular,4,feb,1,251,1,failure,no
3735,30,technician,single,tertiary,no,655,no,no,cellular,6,oct,2,-1,0,unknown,yes
3736,27,blue-collar,single,secondary,no,2074,no,yes,cellular,25,jul,2,-1,0,unknown,no
3737,37,technician,married,secondary,no,41,no,no,cellular,29,aug,5,-1,0,unknown,no
3738,32,admin.,single,secondary,no,5,yes,yes,cellular,8,apr,1,-1,0,unknown,no
3739,36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,1,-1,0,unknown,yes
3740,27,services,single,secondary,no,54,yes,no,unknown,28,may,2,-1,0,unknown,yes
3741,33,management,married,tertiary,no,250,no,no,cellular,4,mar,6,-1,0,unknown,yes
3742,60,admin.,married,secondary,no,1914,yes,no,cellular,20,apr,1,287,3,failure,no
3743,21,student,single,secondary,no,2488,no,no,cellular,12,oct,1,-1,0,unknown,yes
3744,38,blue-collar,married,secondary,no,137,no,no,cellular,10,jul,1,-1,0,unknown,no
3745,29,admin.,single,secondary,no,187,no,no,cellular,28,jan,1,-1,0,unknown,no
3746,32,technician,married,secondary,no,253,yes,no,unknown,4,jun,3,-1,0,unknown,no
3747,35,management,single,tertiary,no,-324,no,yes,cellular,21,jul,11,-1,0,unknown,yes
3748,25,management,single,tertiary,no,943,no,no,cellular,30,apr,1,-1,0,unknown,yes
3749,29,self-employed,single,tertiary,no,-114,yes,no,unknown,13,may,1,-1,0,unknown,no
3750,31,admin.,married,secondary,no,35,no,no,cellular,13,aug,2,105,1,success,yes
3751,56,management,divorced,tertiary,no,659,no,yes,cellular,2,jun,1,-1,0,unknown,no
3752,58,retired,married,tertiary,no,1425,no,no,cellular,30,apr,1,-1,0,unknown,yes
3753,60,retired,married,secondary,no,262,no,no,cellular,18,aug,4,-1,0,unknown,no
3754,57,services,single,secondary,no,1430,yes,no,unknown,3,jun,5,-1,0,unknown,no
3755,48,management,divorced,tertiary,no,700,yes,no,cellular,29,aug,2,-1,0,unknown,no
3756,30,technician,single,tertiary,no,2427,no,no,cellular,8,aug,2,-1,0,unknown,no
3757,37,management,married,tertiary,no,1315,no,no,cellular,30,jun,1,-1,0,unknown,yes
3758,36,admin.,divorced,secondary,no,592,no,no,cellular,13,oct,2,99,5,failure,yes
3759,52,blue-collar,married,secondary,no,0,no,no,unknown,2,jun,1,-1,0,unknown,no
3760,33,blue-collar,single,primary,no,1390,yes,no,unknown,21,may,1,-1,0,unknown,no
3761,29,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1,-1,0,unknown,yes
3762,44,blue-collar,single,primary,no,1593,yes,no,unknown,29,may,3,-1,0,unknown,yes
3763,34,management,single,tertiary,no,0,yes,no,unknown,21,may,1,-1,0,unknown,no
3764,29,technician,married,secondary,no,3615,yes,no,cellular,30,jul,3,-1,0,unknown,no
3765,30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,2,286,6,failure,yes
3766,36,entrepreneur,married,secondary,no,0,yes,no,cellular,11,may,1,174,1,failure,no
3767,31,services,divorced,primary,no,459,yes,no,cellular,7,may,1,293,1,success,yes
3768,28,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,may,1,-1,0,unknown,yes
3769,33,entrepreneur,married,tertiary,no,0,no,no,cellular,20,nov,1,-1,0,unknown,no
3770,31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,1,-1,0,unknown,yes
3771,54,management,married,tertiary,no,3020,no,no,cellular,12,aug,2,-1,0,unknown,no
3772,36,services,married,secondary,no,11462,yes,no,cellular,20,nov,1,-1,0,unknown,yes
3773,56,management,married,unknown,no,0,no,no,cellular,24,jul,29,-1,0,unknown,no
3774,41,technician,married,secondary,no,-329,no,no,telephone,5,feb,8,238,9,other,no
3775,30,blue-collar,married,primary,no,453,yes,no,unknown,21,may,2,-1,0,unknown,no
3776,39,technician,divorced,secondary,no,291,yes,no,cellular,7,may,2,-1,0,unknown,yes
3777,36,blue-collar,single,secondary,no,478,yes,no,cellular,13,may,1,-1,0,unknown,yes
3778,35,management,married,tertiary,no,1133,yes,no,cellular,3,nov,1,-1,0,unknown,yes
3779,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,2,-1,0,unknown,yes
3780,60,technician,married,tertiary,no,-71,yes,yes,cellular,30,jan,1,-1,0,unknown,yes
3781,37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,nov,1,-1,0,unknown,no
3782,54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,1,-1,0,unknown,no
3783,69,retired,divorced,tertiary,no,247,no,no,cellular,22,apr,2,-1,0,unknown,yes
3784,30,management,single,tertiary,no,398,no,no,cellular,27,oct,1,180,3,success,yes
3785,76,retired,divorced,primary,no,802,no,no,cellular,9,sep,5,-1,0,unknown,yes
3786,53,services,married,secondary,no,33,yes,no,unknown,19,may,12,-1,0,unknown,no
3787,57,blue-collar,divorced,primary,no,1299,no,no,cellular,27,nov,2,-1,0,unknown,no
3788,44,admin.,divorced,secondary,no,163,yes,no,cellular,14,jul,2,-1,0,unknown,yes
3789,59,blue-collar,married,primary,no,-546,no,no,cellular,25,aug,6,-1,0,unknown,yes
3790,29,student,single,secondary,no,78,no,no,cellular,30,apr,1,-1,0,unknown,yes
3791,32,self-employed,married,tertiary,no,312,yes,no,unknown,9,may,2,-1,0,unknown,no
3792,45,self-employed,married,secondary,no,7,no,no,cellular,20,nov,1,-1,0,unknown,yes
3793,36,technician,married,secondary,no,24,yes,no,cellular,18,nov,1,-1,0,unknown,no
3794,27,entrepreneur,single,unknown,no,1007,no,no,cellular,8,jul,1,-1,0,unknown,no
3795,57,management,divorced,unknown,no,854,no,no,cellular,27,aug,4,92,1,failure,yes
3796,59,retired,married,tertiary,no,307,no,yes,unknown,11,jun,5,-1,0,unknown,no
3797,44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,1,95,3,success,yes
3798,32,admin.,married,secondary,no,995,no,no,cellular,3,sep,1,99,2,other,yes
3799,38,technician,married,secondary,no,226,yes,no,unknown,30,may,3,-1,0,unknown,yes
3800,37,blue-collar,married,secondary,no,132,no,no,unknown,27,may,2,-1,0,unknown,no
3801,26,technician,single,secondary,no,237,yes,no,cellular,4,may,3,-1,0,unknown,yes
3802,54,entrepreneur,divorced,unknown,no,4736,yes,no,telephone,6,apr,6,307,5,failure,yes
3803,34,services,single,secondary,no,0,yes,no,unknown,5,may,1,-1,0,unknown,no
3804,61,management,married,tertiary,no,267,no,no,cellular,20,apr,1,-1,0,unknown,yes
3805,41,management,married,secondary,no,23,no,yes,cellular,21,nov,1,-1,0,unknown,no
3806,64,retired,married,primary,no,440,no,no,cellular,6,feb,1,-1,0,unknown,yes
3807,50,management,married,tertiary,no,253,no,no,cellular,28,may,9,-1,0,unknown,yes
3808,29,unemployed,single,tertiary,no,1311,no,no,cellular,28,aug,1,-1,0,unknown,yes
3809,71,retired,married,tertiary,no,653,no,no,telephone,3,sep,1,189,1,success,yes
3810,28,self-employed,single,tertiary,no,222,yes,no,cellular,20,apr,5,-1,0,unknown,no
3811,55,retired,married,primary,no,8894,no,no,unknown,11,jun,1,-1,0,unknown,no
3812,43,blue-collar,married,primary,no,-25,yes,no,cellular,12,may,4,365,2,failure,no
3813,31,admin.,divorced,secondary,no,217,yes,no,cellular,30,jan,2,-1,0,unknown,yes
3814,40,services,married,secondary,no,471,yes,no,cellular,24,jul,4,-1,0,unknown,yes
3815,32,technician,single,tertiary,no,6746,no,no,cellular,11,nov,1,-1,0,unknown,yes
3816,70,retired,married,secondary,no,6422,no,no,cellular,10,mar,1,-1,0,unknown,yes
3817,22,services,single,primary,no,35,yes,no,unknown,28,may,3,-1,0,unknown,no
3818,49,technician,married,secondary,no,905,no,no,cellular,5,jun,1,-1,0,unknown,yes
3819,43,management,married,tertiary,no,1791,no,no,cellular,5,aug,1,-1,0,unknown,yes
3820,24,technician,single,secondary,no,84,yes,no,unknown,27,may,1,-1,0,unknown,no
3821,41,blue-collar,married,primary,no,2453,yes,no,unknown,15,may,1,-1,0,unknown,yes
3822,27,blue-collar,single,secondary,no,2,no,no,telephone,13,may,7,366,10,other,no
3823,34,management,married,tertiary,no,-308,yes,no,cellular,30,apr,2,-1,0,unknown,no
3824,37,unemployed,divorced,tertiary,no,1592,yes,no,cellular,16,apr,1,-1,0,unknown,no
3825,32,blue-collar,married,secondary,no,1484,yes,no,unknown,30,may,7,-1,0,unknown,no
3826,32,admin.,married,secondary,no,76,yes,no,unknown,21,may,2,-1,0,unknown,no
3827,50,unemployed,married,secondary,no,36221,no,no,cellular,21,nov,2,-1,0,unknown,no
3828,36,management,married,tertiary,no,630,no,no,cellular,2,feb,1,-1,0,unknown,yes
3829,23,technician,single,secondary,no,4,yes,no,cellular,8,may,1,-1,0,unknown,yes
3830,28,student,single,secondary,no,0,no,no,cellular,18,feb,20,-1,0,unknown,yes
3831,34,management,married,tertiary,no,520,yes,no,cellular,12,aug,4,-1,0,unknown,yes
3832,33,management,single,tertiary,no,-61,no,no,unknown,28,may,2,-1,0,unknown,no
3833,36,management,married,tertiary,no,7,yes,no,cellular,17,nov,2,-1,0,unknown,no
3834,29,entrepreneur,married,secondary,no,714,yes,yes,cellular,13,may,2,-1,0,unknown,yes
3835,36,admin.,divorced,secondary,no,437,yes,no,cellular,14,may,2,344,1,success,yes
3836,46,housemaid,married,secondary,no,505,no,no,cellular,28,aug,7,-1,0,unknown,no
3837,47,management,married,tertiary,no,288,no,no,cellular,1,oct,1,-1,0,unknown,yes
3838,56,admin.,single,secondary,no,2815,yes,no,cellular,11,sep,1,-1,0,unknown,yes
3839,25,admin.,single,secondary,no,0,no,yes,cellular,8,jul,3,-1,0,unknown,no
3840,29,blue-collar,married,secondary,no,1661,yes,no,unknown,23,jun,2,-1,0,unknown,no
3841,31,management,married,tertiary,no,0,no,no,cellular,26,aug,2,-1,0,unknown,no
3842,45,management,divorced,secondary,no,644,yes,no,unknown,4,jun,1,-1,0,unknown,yes
3843,37,admin.,single,tertiary,no,1000,yes,no,cellular,17,mar,1,-1,0,unknown,yes
3844,37,blue-collar,married,secondary,no,125,no,no,unknown,26,may,2,-1,0,unknown,yes
3845,55,management,divorced,secondary,no,204,yes,no,cellular,11,jul,2,-1,0,unknown,yes
3846,47,blue-collar,married,primary,no,9346,no,no,cellular,22,aug,21,-1,0,unknown,no
3847,50,technician,married,secondary,no,4,no,no,cellular,10,jul,5,-1,0,unknown,no
3848,32,admin.,married,secondary,no,0,yes,no,cellular,16,jul,4,-1,0,unknown,no
3849,29,management,single,tertiary,no,92,no,no,cellular,2,mar,5,-1,0,unknown,yes
3850,51,admin.,single,secondary,no,1994,no,no,unknown,18,jun,2,-1,0,unknown,yes
3851,44,management,married,primary,no,5418,yes,yes,cellular,28,jul,5,-1,0,unknown,no
3852,34,admin.,married,primary,no,0,yes,yes,cellular,14,may,1,-1,0,unknown,yes
3853,39,housemaid,married,unknown,no,0,no,no,cellular,26,aug,2,-1,0,unknown,no
3854,42,technician,married,secondary,no,8036,no,no,unknown,9,jun,5,-1,0,unknown,no
3855,45,services,single,primary,no,1893,yes,no,unknown,3,jun,6,-1,0,unknown,yes
3856,48,management,married,tertiary,no,1600,no,no,cellular,18,nov,1,-1,0,unknown,no
3857,51,technician,married,secondary,no,216,no,no,cellular,7,jul,2,-1,0,unknown,yes
3858,44,technician,married,secondary,no,858,no,no,unknown,30,may,2,-1,0,unknown,no
3859,37,blue-collar,married,unknown,no,557,no,no,cellular,31,jul,2,-1,0,unknown,no
3860,34,technician,married,secondary,no,-1490,yes,yes,cellular,7,may,1,-1,0,unknown,no
3861,57,services,married,primary,no,1700,yes,no,cellular,29,jul,12,-1,0,unknown,no
3862,42,technician,single,secondary,yes,-1129,yes,no,unknown,2,jun,5,-1,0,unknown,yes
3863,41,management,single,secondary,no,911,no,no,cellular,6,aug,2,-1,0,unknown,no
3864,44,management,married,secondary,no,597,yes,no,cellular,7,aug,2,-1,0,unknown,no
3865,46,housemaid,married,primary,no,201,yes,no,cellular,21,jul,1,-1,0,unknown,no
3866,54,management,married,secondary,no,1134,yes,no,cellular,25,jul,3,-1,0,unknown,yes
3867,27,blue-collar,single,secondary,no,2486,yes,no,unknown,29,may,1,-1,0,unknown,yes
3868,34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,3,130,5,other,yes
3869,52,unknown,married,tertiary,no,1618,no,no,cellular,29,jan,2,-1,0,unknown,no
3870,28,admin.,married,secondary,no,5,yes,no,cellular,18,jul,1,-1,0,unknown,no
3871,42,blue-collar,married,secondary,no,366,yes,no,cellular,22,may,1,106,1,failure,yes
3872,40,unemployed,single,tertiary,no,7968,no,no,cellular,2,jun,1,-1,0,unknown,yes
3873,46,blue-collar,divorced,primary,no,0,no,no,unknown,20,jun,2,-1,0,unknown,no
3874,31,management,single,tertiary,no,935,no,no,cellular,31,jul,5,-1,0,unknown,no
3875,37,management,married,tertiary,no,0,no,no,cellular,22,jul,1,-1,0,unknown,no
3876,57,technician,divorced,tertiary,no,437,no,no,cellular,26,aug,5,-1,0,unknown,no
3877,50,management,married,tertiary,no,0,no,no,unknown,20,jun,4,-1,0,unknown,no
3878,35,management,divorced,tertiary,no,434,yes,no,cellular,13,aug,2,-1,0,unknown,yes
3879,55,management,married,tertiary,no,1713,no,no,cellular,27,aug,5,-1,0,unknown,no
3880,24,blue-collar,married,primary,no,-247,yes,no,cellular,7,may,1,-1,0,unknown,no
3881,58,entrepreneur,married,secondary,no,670,yes,no,cellular,12,may,1,-1,0,unknown,yes
3882,28,management,single,secondary,no,311,yes,no,unknown,20,jun,13,-1,0,unknown,no
3883,34,technician,single,tertiary,no,144,yes,yes,cellular,21,jul,3,89,16,failure,no
3884,28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,2,319,1,success,yes
3885,60,retired,married,primary,no,-2,yes,no,unknown,8,may,1,-1,0,unknown,no
3886,39,admin.,married,secondary,no,0,yes,no,telephone,8,may,3,296,5,failure,no
3887,20,student,single,secondary,no,502,no,no,cellular,30,apr,1,-1,0,unknown,yes
3888,26,services,married,secondary,no,-379,yes,yes,cellular,22,jul,7,-1,0,unknown,yes
3889,41,services,divorced,secondary,yes,-198,no,yes,unknown,14,may,1,-1,0,unknown,no
3890,29,technician,single,tertiary,no,0,yes,no,unknown,7,may,2,-1,0,unknown,no
3891,32,blue-collar,married,secondary,no,2561,yes,no,unknown,20,may,2,-1,0,unknown,no
3892,39,management,married,secondary,no,2981,no,no,cellular,26,mar,1,-1,0,unknown,yes
3893,39,management,married,secondary,no,1880,no,no,cellular,12,aug,2,-1,0,unknown,yes
3894,41,services,divorced,secondary,no,-170,yes,no,cellular,8,may,1,-1,0,unknown,no
3895,36,admin.,married,secondary,no,212,yes,yes,cellular,23,jul,6,-1,0,unknown,yes
3896,36,technician,married,secondary,no,412,yes,yes,unknown,20,may,1,-1,0,unknown,no
3897,38,technician,married,secondary,no,0,yes,no,cellular,22,jul,1,-1,0,unknown,yes
3898,38,unemployed,married,secondary,no,0,no,no,cellular,24,jul,2,-1,0,unknown,no
3899,43,admin.,divorced,secondary,no,1076,yes,no,cellular,12,may,1,363,1,failure,no
3900,43,blue-collar,married,secondary,no,14646,no,no,cellular,23,oct,1,-1,0,unknown,yes
3901,33,management,married,tertiary,no,322,yes,no,cellular,16,apr,3,-1,0,unknown,no
3902,41,technician,married,tertiary,no,231,no,no,cellular,26,aug,2,-1,0,unknown,yes
3903,35,services,married,secondary,no,0,no,yes,telephone,9,jul,1,-1,0,unknown,no
3904,43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,1,-1,0,unknown,no
3905,36,management,single,tertiary,no,1400,yes,no,cellular,11,may,3,-1,0,unknown,yes
3906,40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,1,208,1,success,yes
3907,45,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,2,-1,0,unknown,yes
3908,27,management,married,secondary,no,2071,no,no,cellular,4,jun,1,-1,0,unknown,yes
3909,40,services,married,primary,no,1082,yes,no,unknown,30,may,2,-1,0,unknown,yes
3910,46,blue-collar,single,secondary,no,152,yes,no,unknown,8,may,4,-1,0,unknown,no
3911,44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,1,272,1,failure,yes
3912,38,self-employed,single,tertiary,no,605,no,no,telephone,18,jun,10,-1,0,unknown,yes
3913,55,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,2,184,1,success,yes
3914,45,technician,married,secondary,no,0,yes,yes,unknown,20,jun,5,-1,0,unknown,no
3915,32,admin.,married,secondary,no,97,yes,no,cellular,18,may,2,364,1,success,no
3916,62,management,married,tertiary,no,0,no,no,cellular,3,sep,1,-1,0,unknown,yes
3917,30,management,married,tertiary,no,419,yes,no,cellular,4,jun,1,-1,0,unknown,yes
3918,38,management,married,tertiary,no,1722,yes,no,cellular,10,jul,1,-1,0,unknown,yes
3919,34,services,divorced,secondary,no,89,yes,no,cellular,15,may,4,-1,0,unknown,yes
3920,51,blue-collar,married,primary,no,3754,no,yes,cellular,13,aug,3,-1,0,unknown,no
3921,41,management,married,secondary,no,0,no,no,cellular,21,nov,1,-1,0,unknown,no
3922,32,services,single,secondary,no,717,no,no,cellular,30,jan,2,-1,0,unknown,no
3923,55,self-employed,divorced,secondary,no,148,no,no,unknown,17,jun,3,-1,0,unknown,no
3924,54,management,divorced,tertiary,no,-449,yes,no,cellular,14,may,1,-1,0,unknown,yes
3925,38,admin.,married,secondary,no,0,yes,no,unknown,15,may,1,-1,0,unknown,no
3926,34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,5,feb,10,-1,0,unknown,yes
3927,35,student,married,tertiary,no,387,yes,no,cellular,8,may,3,347,3,failure,yes
3928,47,admin.,married,unknown,no,0,yes,no,unknown,7,may,1,-1,0,unknown,no
3929,33,management,single,tertiary,no,6807,no,no,cellular,20,apr,1,-1,0,unknown,yes
3930,51,blue-collar,divorced,secondary,no,44,no,no,unknown,21,may,2,-1,0,unknown,no
3931,54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,1,162,2,failure,yes
3932,46,blue-collar,married,primary,no,642,no,no,unknown,12,jun,4,-1,0,unknown,no
3933,55,services,divorced,secondary,no,91,no,no,unknown,5,may,1,-1,0,unknown,no
3934,51,admin.,divorced,secondary,no,74,yes,no,cellular,8,may,2,287,2,failure,no
3935,52,entrepreneur,divorced,tertiary,no,81,yes,no,unknown,19,may,3,-1,0,unknown,no
3936,30,services,single,secondary,no,188,no,no,cellular,14,aug,2,-1,0,unknown,no
3937,47,admin.,married,primary,no,31,yes,no,cellular,6,may,1,356,1,failure,no
3938,38,technician,married,secondary,no,4539,no,no,cellular,16,sep,1,-1,0,unknown,yes
3939,45,technician,married,secondary,no,1998,no,no,cellular,4,may,5,-1,0,unknown,yes
3940,23,admin.,single,secondary,no,1358,no,no,cellular,27,may,2,-1,0,unknown,no
3941,41,blue-collar,single,secondary,no,925,yes,no,telephone,13,may,1,-1,0,unknown,no
3942,25,admin.,single,secondary,yes,53,yes,no,unknown,14,may,4,-1,0,unknown,no
3943,37,management,married,tertiary,no,0,yes,no,cellular,23,apr,5,153,7,failure,yes
3944,30,blue-collar,married,secondary,no,2,yes,no,unknown,15,may,1,-1,0,unknown,no
3945,51,services,married,tertiary,no,0,no,no,cellular,7,aug,8,-1,0,unknown,no
3946,45,services,divorced,secondary,no,1381,no,no,unknown,19,jun,2,-1,0,unknown,no
3947,29,management,single,tertiary,no,3846,no,no,cellular,3,jun,2,-1,0,unknown,yes
3948,35,services,married,secondary,no,4170,yes,no,unknown,20,may,1,-1,0,unknown,yes
3949,59,retired,married,primary,no,3079,no,no,telephone,31,jul,2,-1,0,unknown,no
3950,30,services,single,secondary,no,-271,yes,no,cellular,7,may,1,337,1,success,yes
3951,62,housemaid,married,tertiary,no,1528,no,no,cellular,15,oct,2,184,1,success,yes
3952,32,management,single,tertiary,no,11,yes,yes,cellular,5,may,1,-1,0,unknown,no
3953,54,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,1,-1,0,unknown,yes
3954,35,blue-collar,married,secondary,no,463,yes,no,unknown,21,may,1,-1,0,unknown,no
3955,31,services,single,secondary,no,181,no,no,cellular,12,aug,1,104,1,success,yes
3956,33,management,married,tertiary,no,584,yes,no,cellular,25,aug,5,-1,0,unknown,no
3957,47,admin.,married,secondary,no,290,yes,no,cellular,22,jul,2,-1,0,unknown,yes
3958,48,services,married,primary,no,483,no,no,cellular,6,aug,2,-1,0,unknown,no
3959,52,blue-collar,married,unknown,no,-4,no,no,unknown,26,may,3,-1,0,unknown,no
3960,32,services,married,secondary,no,509,yes,no,cellular,6,may,1,358,2,other,no
3961,31,management,married,tertiary,yes,-1038,yes,no,cellular,16,jul,2,-1,0,unknown,no
3962,38,technician,married,tertiary,no,432,yes,no,cellular,15,may,2,373,1,other,no
3963,30,management,single,secondary,no,4642,yes,no,cellular,21,nov,1,-1,0,unknown,yes
3964,40,technician,married,secondary,no,694,yes,no,cellular,3,jun,2,119,9,failure,yes
3965,30,services,divorced,secondary,no,-94,yes,no,cellular,14,jul,2,-1,0,unknown,no
3966,33,technician,single,secondary,no,313,yes,no,unknown,21,may,2,-1,0,unknown,no
3967,34,admin.,married,tertiary,no,882,no,no,cellular,13,aug,1,113,5,success,no
3968,30,management,married,tertiary,no,151,no,no,cellular,21,aug,1,-1,0,unknown,no
3969,37,entrepreneur,single,secondary,no,926,no,no,unknown,17,jun,2,-1,0,unknown,no
3970,30,management,married,tertiary,no,32,yes,no,unknown,6,may,3,-1,0,unknown,no
3971,39,management,married,tertiary,no,0,yes,no,cellular,11,may,1,-1,0,unknown,no
3972,31,housemaid,single,tertiary,no,399,yes,no,cellular,6,may,1,-1,0,unknown,no
3973,59,retired,divorced,tertiary,no,3444,no,no,cellular,6,feb,2,-1,0,unknown,yes
3974,43,management,single,tertiary,no,2067,yes,no,unknown,8,may,1,-1,0,unknown,yes
3975,30,admin.,single,secondary,no,523,no,yes,cellular,3,mar,1,-1,0,unknown,yes
3976,60,retired,married,secondary,no,819,yes,no,unknown,19,may,2,-1,0,unknown,no
3977,32,technician,single,secondary,no,1279,yes,no,unknown,3,jun,3,-1,0,unknown,yes
3978,53,management,married,tertiary,no,1624,no,no,cellular,6,aug,1,98,6,success,yes
3979,45,technician,married,secondary,no,-237,yes,yes,unknown,15,may,3,-1,0,unknown,no
3980,34,management,single,tertiary,no,5086,no,no,cellular,25,may,4,-1,0,unknown,yes
3981,59,housemaid,married,primary,no,96,no,no,cellular,6,aug,2,-1,0,unknown,no
3982,55,blue-collar,divorced,primary,no,0,no,no,unknown,19,jun,1,-1,0,unknown,no
3983,58,management,married,unknown,no,1065,yes,no,unknown,5,may,3,-1,0,unknown,no
3984,34,management,single,secondary,no,516,yes,no,cellular,28,jul,2,-1,0,unknown,no
3985,49,technician,married,secondary,no,3635,yes,no,cellular,5,aug,2,-1,0,unknown,no
3986,39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,1,-1,0,unknown,yes
3987,26,management,single,tertiary,no,800,yes,no,cellular,30,jan,2,-1,0,unknown,no
3988,34,admin.,married,secondary,no,1474,no,no,cellular,2,apr,2,-1,0,unknown,yes
3989,25,student,married,tertiary,no,10,yes,no,cellular,21,jul,4,-1,0,unknown,yes
3990,38,admin.,single,secondary,no,2470,no,no,telephone,31,oct,1,-1,0,unknown,yes
3991,49,management,married,tertiary,no,4751,no,no,cellular,12,aug,4,-1,0,unknown,yes
3992,40,unemployed,single,tertiary,no,79,no,no,cellular,15,oct,1,135,1,failure,yes
3993,47,services,divorced,secondary,no,430,yes,yes,unknown,14,may,1,-1,0,unknown,no
3994,66,retired,married,tertiary,no,1948,no,no,cellular,29,oct,2,269,2,failure,yes
3995,35,technician,divorced,secondary,no,308,no,no,cellular,22,aug,2,-1,0,unknown,no
3996,30,management,single,tertiary,no,199,no,yes,cellular,28,jul,7,-1,0,unknown,no
3997,34,management,single,tertiary,no,681,no,no,cellular,6,aug,2,-1,0,unknown,yes
3998,35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1,325,1,other,yes
3999,31,technician,married,secondary,no,0,no,no,cellular,20,aug,4,-1,0,unknown,no
4000,51,services,married,primary,no,0,no,no,cellular,8,aug,2,-1,0,unknown,no
4001,51,management,divorced,tertiary,no,6,no,no,unknown,2,jun,4,-1,0,unknown,no
4002,48,entrepreneur,married,secondary,no,4037,no,no,unknown,6,jun,1,-1,0,unknown,no
4003,41,blue-collar,married,secondary,no,1236,yes,no,cellular,11,may,3,-1,0,unknown,yes
4004,49,technician,divorced,tertiary,no,596,yes,no,telephone,15,sep,1,-1,0,unknown,yes
4005,32,admin.,divorced,secondary,no,-241,no,yes,unknown,27,jun,2,-1,0,unknown,yes
4006,33,management,single,tertiary,no,289,yes,no,cellular,17,apr,1,-1,0,unknown,no
4007,50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,1,-1,0,unknown,yes
4008,33,management,married,tertiary,no,0,yes,no,cellular,17,apr,1,-1,0,unknown,yes
4009,46,blue-collar,married,secondary,no,2836,yes,no,cellular,14,may,7,358,7,other,no
4010,35,management,single,tertiary,no,704,no,no,cellular,21,apr,1,-1,0,unknown,yes
4011,37,technician,single,secondary,no,3665,no,no,cellular,12,aug,3,-1,0,unknown,yes
4012,58,services,divorced,secondary,no,462,no,no,cellular,12,aug,1,-1,0,unknown,yes
4013,33,blue-collar,single,primary,no,92,yes,no,unknown,9,may,1,-1,0,unknown,no
4014,47,management,married,tertiary,no,3556,yes,no,unknown,20,jun,4,-1,0,unknown,no
4015,28,management,single,tertiary,no,1,yes,no,cellular,16,jul,2,-1,0,unknown,no
4016,45,blue-collar,married,secondary,no,7895,yes,no,cellular,4,feb,1,-1,0,unknown,yes
4017,53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,aug,1,98,2,failure,yes
